D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,hours,rank
4:3,6:3,0:0,0:0,2:2,1:0,1:0,16:15,0:0,3:3,2:1,0:0,10:6,0:0,1:0,0:0,0:0,4:2,0:1,0:0,0:0,0:1,0:1,1:0,0:1,0:0,Updated : 10 Hours Ago,4454
13:3,3:5,28:22,9:9,4:4,0:0,4:9,14:10,3:0,5:6,5:2,3:3,3:4,0:0,10:6,0:0,1:1,4:2,4:3,0:0,0:0,1:1,2:6,0:0,0:2,0:1,Updated : 36 Hours Ago,4454
1:0,0:0,1:2,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:2,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,4453
0:1,5:0,2:0,1:0,0:0,0:0,3:0,0:0,0:1,0:0,1:1,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 10 Hours Ago,4453
2:2,12:6,3:5,1:0,0:0,0:2,1:1,8:4,0:0,0:1,8:4,0:0,0:2,0:0,0:0,0:0,0:0,0:0,5:2,0:0,0:0,2:0,0:0,0:1,0:0,0:0,Updated : 12 Hours Ago,4453
0:0,1:0,0:0,0:0,0:3,1:0,1:2,4:6,0:0,0:0,3:4,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 93 Hours Ago,4452
1:3,9:3,0:0,3:1,2:1,0:0,2:2,0:0,0:0,1:4,6:2,0:0,3:4,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,4452
1:2,0:2,1:1,4:2,1:0,0:0,1:3,1:1,0:0,0:1,1:1,0:1,0:0,0:0,0:0,0:1,0:0,1:0,5:3,0:0,0:0,0:0,0:0,0:0,1:0,0:0,Updated : 24 Min. Ago,4451
0:0,13:7,0:0,0:0,1:1,0:0,11:8,26:17,0:0,2:1,9:6,0:0,7:3,0:0,0:0,0:0,0:0,8:6,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,4451
0:0,0:0,3:4,0:0,0:0,71:55,0:0,0:0,0:1,0:0,0:0,0:3,0:0,0:0,0:0,0:1,0:0,0:0,2:3,0:0,0:0,2:2,0:0,0:0,0:0,0:0,Updated : 46 Hours Ago,4451
0:2,81:68,1:2,3:7,8:10,1:4,22:24,6:8,2:8,12:8,15:8,1:1,27:15,1:2,0:1,0:2,1:2,6:4,5:4,0:0,2:1,1:0,2:3,1:2,1:0,0:0,Updated : 4 Hours Ago,4451
0:0,5:0,0:0,1:0,0:0,0:0,1:2,0:0,0:1,0:0,1:1,0:0,3:0,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,4450
4:4,1:1,8:14,6:1,1:0,11:9,0:2,2:0,1:0,4:3,1:1,0:1,0:1,0:1,0:0,0:1,0:0,1:1,2:1,0:0,0:0,0:0,0:0,0:0,0:1,0:2,Updated : 115 Hours Ago,4450
0:1,2:0,0:0,0:0,0:0,0:0,3:2,0:0,0:0,0:0,0:1,0:0,2:1,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 31 Hours Ago,4449
10:1,1:2,2:1,4:5,0:1,0:0,0:0,10:5,2:2,2:1,0:1,1:1,0:1,0:0,0:0,1:0,0:0,1:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,4449
0:0,0:0,0:0,37:28,0:0,0:0,0:0,1:0,0:0,2:0,0:0,0:1,0:1,1:0,0:0,9:4,0:0,0:0,7:3,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,4449
7:5,1:1,4:3,35:18,0:1,4:5,0:2,1:1,4:6,0:1,0:4,1:1,1:1,0:0,0:0,0:0,0:0,0:0,6:5,0:1,0:0,0:1,0:1,0:1,0:0,0:0,Updated : 12 Hours Ago,4449
12:8,1:4,7:7,2:4,0:2,19:22,1:1,41:31,3:0,8:8,0:0,0:2,3:1,0:0,0:0,0:0,0:0,0:1,2:6,0:0,0:0,1:0,0:1,0:0,0:1,0:0,Updated : 17 Hours Ago,4449
3:2,48:35,0:0,2:2,1:3,0:0,4:8,1:1,1:0,0:3,14:18,0:1,13:15,0:0,3:3,0:0,0:0,5:7,2:0,0:0,3:1,0:0,0:1,0:1,1:0,0:0,Updated : 239 Hours Ago,4449
0:0,0:0,0:0,0:0,0:0,12:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 109 Hours Ago,4448
0:0,0:4,4:2,10:3,1:2,8:1,1:3,2:2,1:0,0:0,0:0,0:2,1:1,0:0,0:0,0:0,0:0,1:6,2:3,1:1,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 10 Hours Ago,4448
14:6,5:7,2:5,2:1,1:1,2:1,1:1,7:2,1:0,3:1,1:1,0:2,1:2,1:0,1:0,0:0,0:0,3:0,3:4,0:1,0:0,1:1,1:0,0:0,0:0,0:0,Updated : 41 Min. Ago,4448
0:1,0:2,1:3,42:21,11:5,0:1,4:1,2:4,0:0,5:5,0:2,1:1,0:1,2:3,0:0,2:0,0:0,1:0,0:0,0:0,0:0,0:0,0:1,0:0,1:0,0:0,Updated : 14 Hours Ago,4448
3:4,6:8,11:3,3:2,4:1,6:3,2:1,10:9,4:4,3:2,2:1,0:0,1:2,0:0,0:1,1:0,0:0,0:2,1:1,0:0,0:0,0:1,0:0,0:0,1:0,0:0,Updated : 39 Hours Ago,4447
6:10,3:5,21:16,1:5,2:1,27:25,0:2,0:1,12:7,0:1,0:1,0:1,1:0,0:0,0:0,2:0,0:1,0:0,4:5,0:0,0:1,1:4,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,4255
0:0,0:1,2:2,0:0,0:0,50:45,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 51 Hours Ago,4446
28:26,4:12,9:10,10:7,11:10,5:4,2:2,1:4,0:1,1:0,0:2,5:7,2:3,0:0,0:0,1:4,0:0,1:0,12:12,0:0,0:1,0:0,0:0,0:0,0:1,0:0,Updated : 14 Hours Ago,4446
5:3,21:14,1:1,0:1,4:1,2:1,10:8,16:13,0:1,5:1,3:5,0:2,5:2,1:0,0:0,0:0,0:0,4:0,3:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 141 Hours Ago,4445
6:3,2:2,0:1,2:1,2:0,0:1,1:0,3:1,0:0,0:0,0:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 39 Hours Ago,4444
14:7,0:0,2:1,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,2:2,0:0,0:0,0:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 58 Hours Ago,4444
5:5,3:3,4:3,11:7,7:3,3:4,5:4,4:4,3:2,2:1,0:1,2:2,1:1,0:0,0:0,1:0,0:0,0:0,3:1,1:1,0:0,0:1,0:0,0:1,0:0,0:0,Updated : 8 Hours Ago,4444
1:0,0:0,3:2,0:0,0:0,0:1,0:0,0:0,0:1,37:31,0:0,4:3,0:0,0:0,0:0,0:0,1:1,16:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,4444
1:0,12:7,3:1,2:0,3:0,1:0,49:36,56:28,7:8,2:2,1:1,0:0,1:0,0:0,3:4,9:8,2:1,4:5,4:3,0:0,0:0,3:1,4:4,9:3,6:3,2:0,Updated : 20 Hours Ago,4444
0:1,0:2,2:3,0:1,0:0,1:0,1:0,0:0,0:2,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4443
0:1,2:2,0:1,1:2,0:0,0:0,6:3,1:1,1:0,0:0,6:3,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 29 Hours Ago,4443
33:17,0:0,1:0,1:1,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4443
0:1,2:0,1:0,1:1,0:1,0:0,1:0,0:0,0:0,9:2,33:17,0:0,1:1,0:0,0:1,2:1,0:1,0:1,0:0,1:0,0:0,0:0,4:2,2:0,0:0,0:0,Updated : 7 Hours Ago,4443
0:0,0:0,0:0,0:0,0:0,41:46,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 39 Min. Ago,4443
16:13,0:4,14:12,3:2,1:1,4:2,0:5,0:1,0:2,0:0,0:0,2:2,0:0,0:0,0:0,1:3,0:0,0:0,31:25,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4443
1:4,0:0,21:24,1:0,2:3,24:21,0:0,0:0,0:0,0:1,0:0,0:1,1:0,0:0,0:0,2:1,1:1,0:0,7:5,0:0,0:1,20:15,0:2,0:0,0:0,0:1,Updated : 54 Hours Ago,4443
68:50,0:0,7:11,11:15,3:4,16:13,8:5,0:0,1:0,0:0,1:2,11:7,0:1,0:0,1:0,7:6,0:0,0:0,7:8,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 21 Hours Ago,4443
5:6,0:0,2:3,3:1,0:0,3:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:1,3:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4442
2:1,1:0,1:2,1:0,2:1,0:0,0:1,1:0,0:1,0:1,0:0,4:1,1:1,0:0,0:0,6:3,0:0,1:0,19:7,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 85 Hours Ago,4442
0:0,0:0,1:0,0:0,0:0,3:2,0:0,0:0,0:0,0:2,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,43:24,0:0,0:0,Updated : 36 Min. Ago,4442
3:8,9:7,11:7,7:3,2:1,3:0,5:6,11:10,4:0,2:2,4:3,2:0,4:2,0:0,0:1,0:0,0:0,1:3,2:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4442
15:15,52:34,11:12,10:8,9:7,0:4,13:9,20:21,1:1,3:1,7:5,2:2,27:20,2:1,0:1,1:1,0:0,2:2,5:5,0:0,0:0,1:1,0:0,0:0,1:2,0:0,Updated : 7 Hours Ago,4442
0:0,0:0,6:4,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 89 Hours Ago,4441
0:0,0:0,5:10,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 8 Hours Ago,4441
0:0,0:0,3:3,0:0,0:0,25:21,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4441
12:11,0:0,0:2,4:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:2,0:0,0:0,0:0,1:2,0:1,0:0,16:10,0:0,0:0,0:1,0:1,0:0,0:0,0:0,Updated : 9 Hours Ago,4441
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:9,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 123 Hours Ago,4440
0:0,0:0,0:1,0:0,0:0,10:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4440
0:0,2:3,0:0,0:0,8:5,0:0,3:1,3:2,0:0,2:3,0:0,0:0,2:5,3:0,0:1,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 134 Hours Ago,4440
1:2,15:14,7:5,9:7,1:3,0:0,5:5,1:2,0:0,1:1,1:2,0:0,5:0,0:0,0:0,1:2,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 8 Hours Ago,4440
3:0,0:0,0:0,83:65,0:1,0:1,0:3,0:1,0:1,0:2,0:2,1:0,1:0,0:2,0:2,0:0,0:0,0:0,0:1,0:0,1:1,0:0,0:6,0:1,1:4,0:0,Updated : 14 Hours Ago,4440
0:1,8:5,1:0,0:0,0:0,0:0,3:0,1:0,0:0,0:0,3:1,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4439
0:1,0:1,1:0,0:1,0:0,0:0,3:2,0:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,29:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 10 Hours Ago,4439
76:77,0:1,4:6,3:4,7:11,1:0,0:0,0:0,0:0,0:0,0:0,1:2,1:6,0:0,0:0,1:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 41 Hours Ago,4439
0:4,8:5,3:2,2:1,2:7,1:4,1:4,88:60,0:2,0:1,1:2,0:2,1:0,0:0,0:1,0:0,0:0,3:3,9:8,0:0,0:0,1:1,0:1,0:0,0:1,0:0,Updated : 2 Hours Ago,4439
5:7,2:4,9:6,3:3,1:2,38:19,1:1,7:9,5:6,1:3,2:3,1:1,0:1,0:1,0:1,0:1,0:2,2:3,5:4,0:0,0:2,2:2,1:3,0:1,1:0,0:0,Updated : 13 Hours Ago,4229
0:0,0:0,0:0,0:0,0:0,32:33,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4438
0:0,0:2,29:30,0:0,0:0,0:0,0:0,1:1,8:7,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 94 Hours Ago,4438
0:0,0:0,0:0,0:0,0:0,18:12,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4437
0:0,0:2,0:1,0:0,0:0,0:1,1:1,10:8,0:0,2:4,1:1,1:0,6:1,0:0,0:1,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:1,0:0,1:0,0:0,Updated : 94 Hours Ago,4437
0:1,2:3,1:1,0:0,2:2,0:0,0:0,21:13,0:1,0:0,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4437
2:1,2:2,6:1,5:1,1:1,2:2,0:2,14:8,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,1:1,1:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,Updated : 115 Hours Ago,4437
22:10,3:1,3:1,0:0,9:3,3:1,0:1,1:3,0:0,0:0,0:2,0:0,1:3,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4437
5:5,23:24,3:3,13:8,1:0,4:3,26:24,5:1,0:0,0:1,9:12,1:1,1:1,1:0,1:0,0:1,0:0,1:0,2:4,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 46 Hours Ago,4437
5:3,12:12,24:10,8:7,2:4,8:11,9:7,9:11,4:1,2:1,10:6,1:2,4:4,0:1,0:0,0:0,0:0,3:2,7:6,0:0,0:1,0:1,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4437
2:2,0:0,0:0,0:1,0:0,1:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,1:0,0:0,0:0,3:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 39 Hours Ago,4436
3:0,1:2,1:1,2:0,4:3,0:1,2:1,2:0,8:1,0:0,0:0,5:1,1:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,2:2,0:1,0:0,0:0,0:0,Updated : 12 Hours Ago,4436
1:0,1:0,9:6,0:0,2:0,20:11,0:0,0:0,0:1,1:0,0:0,0:0,0:1,0:0,0:0,2:1,0:0,1:0,3:4,0:0,0:0,0:2,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,4436
5:3,0:0,0:0,1:0,1:0,0:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 7 Hours Ago,4435
3:0,9:4,7:6,1:2,0:1,1:5,5:3,1:0,0:2,1:1,2:3,0:0,2:1,0:0,0:0,1:0,0:0,0:0,4:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4435
5:5,0:2,5:7,1:3,0:0,25:11,0:1,5:1,4:4,1:0,0:0,4:1,1:1,0:0,0:0,0:0,0:0,1:0,2:5,0:0,0:0,0:1,0:1,0:0,0:0,0:0,Updated : 15 Hours Ago,4435
3:4,17:6,17:11,4:8,1:3,6:3,2:6,11:10,13:4,0:2,8:9,0:1,1:1,0:1,0:0,0:1,0:0,2:0,0:2,0:0,0:0,0:0,0:0,0:1,1:0,0:0,Updated : 84 Hours Ago,4435
0:0,0:1,0:0,1:0,0:0,0:0,4:2,1:1,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,4434
14:5,2:2,7:9,1:1,1:0,1:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,1:0,0:0,0:0,0:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 62 Hours Ago,4434
1:1,0:0,2:1,1:1,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,4:4,0:0,1:1,17:12,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,4434
10:6,5:3,0:0,0:2,3:2,0:0,2:0,2:1,1:2,0:0,0:1,0:0,2:1,0:0,0:0,0:1,1:0,1:1,4:3,0:0,1:0,0:0,0:0,0:0,0:1,0:0,Updated : 18 Hours Ago,4434
13:8,5:6,7:4,3:0,0:1,1:1,2:3,0:1,1:3,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:1,5:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4434
0:0,0:0,11:13,1:2,0:0,33:34,0:0,0:0,2:3,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4434
5:5,1:1,19:10,8:7,2:3,0:0,6:7,0:0,13:6,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:1,3:0,0:0,1:0,2:0,0:1,0:0,0:0,0:0,Updated : 3 Hours Ago,4434
0:1,0:0,0:0,0:3,0:1,2:2,0:2,0:1,0:0,2:1,0:0,2:1,1:1,0:0,0:0,11:14,0:0,1:0,28:25,0:0,0:0,1:3,0:0,0:0,0:0,0:0,Updated : 287 Hours Ago,4434
4:4,2:5,17:8,5:8,0:3,0:3,0:1,39:24,1:2,4:3,1:2,0:2,2:1,1:1,0:0,0:0,0:0,6:5,2:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 64 Hours Ago,4434
1:0,8:10,5:4,4:2,0:0,1:4,3:2,13:10,0:0,3:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4433
13:9,0:2,4:1,9:5,2:0,2:3,0:1,0:1,0:1,0:0,0:1,4:1,0:0,0:0,0:0,4:1,0:0,0:0,23:12,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,4433
2:2,1:3,30:30,1:2,1:0,6:3,4:3,5:8,8:7,0:0,0:2,0:0,0:0,0:0,0:0,0:1,0:0,0:1,0:1,0:0,1:0,0:2,0:1,0:0,0:0,0:0,Updated : 20 Hours Ago,4433
3:2,2:3,13:7,30:24,0:1,9:6,11:14,37:28,0:1,0:3,1:1,0:0,13:5,1:0,0:0,2:1,0:1,0:0,1:2,0:0,0:0,0:4,0:5,0:0,0:0,0:0,Updated : 15 Hours Ago,4433
0:0,0:1,2:2,0:0,0:0,2:0,0:0,1:1,15:7,0:0,0:1,0:0,2:0,0:0,0:0,0:0,0:0,1:0,0:0,1:1,1:0,0:1,0:0,0:0,0:0,0:0,Updated : 10 Hours Ago,4432
4:2,0:0,2:3,1:0,0:0,0:3,0:0,1:1,0:1,0:0,0:0,3:2,0:0,0:0,0:0,1:3,0:0,0:0,18:11,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 4 Hours Ago,4432
0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,49:27,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 20 Min. Ago,4432
9:5,12:9,0:1,10:9,3:1,2:3,5:4,14:14,2:2,0:1,2:3,1:2,2:2,1:0,0:0,1:2,1:0,0:2,3:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4432
0:0,3:7,1:1,0:0,0:0,0:0,49:50,0:0,1:2,0:0,1:2,0:0,9:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 13 Hours Ago,4432
2:1,49:23,0:0,3:3,1:0,2:3,0:2,5:6,2:2,0:0,3:7,0:1,9:12,0:0,0:1,2:2,0:0,1:0,26:17,0:0,1:1,0:1,0:1,0:0,0:0,0:0,Updated : 13 Hours Ago,4432
0:0,0:0,0:0,0:0,0:0,109:132,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 48 Hours Ago,4432
3:2,6:5,1:0,0:1,0:0,1:1,0:1,5:5,0:0,1:1,9:6,1:0,1:0,0:0,0:0,0:0,0:0,0:0,1:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4431
17:15,0:0,0:0,1:1,3:3,0:0,0:0,0:0,0:0,0:1,0:0,5:1,0:0,0:0,0:0,0:0,0:0,3:2,8:4,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4431
59:45,0:2,2:2,8:10,6:5,4:0,0:1,0:1,3:1,0:0,0:0,2:3,0:1,0:0,0:0,0:0,0:0,0:0,2:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4431
23:15,34:21,4:3,7:11,2:2,4:3,5:5,8:3,3:2,1:1,5:8,0:1,2:1,0:0,0:1,0:0,0:0,3:4,1:7,0:0,0:0,0:0,0:0,1:0,0:0,0:0,Updated : 36 Hours Ago,4431
8:9,0:0,2:2,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,4162
0:0,0:0,0:0,21:13,0:0,0:0,0:0,1:0,0:0,1:0,0:0,1:0,0:0,0:0,0:0,5:3,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 10 Hours Ago,4430
1:2,1:2,4:3,3:1,0:0,1:0,6:6,2:1,1:0,1:0,8:4,0:0,3:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 52 Hours Ago,4430
6:1,0:0,6:4,11:11,1:0,1:1,0:1,0:1,0:0,0:0,0:1,4:3,0:2,0:0,1:1,1:2,1:0,0:0,23:16,1:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 25 Min. Ago,4430
7:5,0:1,0:0,5:4,0:0,6:3,0:0,0:0,1:0,0:0,0:0,4:2,1:2,0:0,0:0,3:3,0:0,0:1,52:34,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,4430
13:14,2:5,2:3,15:19,3:6,0:2,2:5,0:3,0:0,1:1,0:3,9:6,0:1,0:0,0:0,5:6,0:0,0:0,106:72,1:0,0:1,1:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4430
55:49,11:18,32:30,13:10,7:6,1:2,4:7,8:7,12:8,1:1,1:4,2:2,1:4,0:0,0:0,1:1,0:0,0:2,2:3,0:0,0:0,1:1,0:1,1:1,0:0,0:0,Updated : 38 Hours Ago,4430
1:1,1:0,0:0,1:1,1:1,1:0,0:1,17:8,0:0,1:1,0:0,0:0,0:0,0:0,0:0,1:0,1:0,0:1,0:0,0:0,0:0,0:0,0:1,1:0,0:0,0:0,Updated : 48 Hours Ago,4429
2:1,0:0,2:0,0:2,0:0,1:1,0:0,0:0,0:0,0:0,0:0,1:1,1:0,0:0,0:0,0:1,0:0,0:0,15:13,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4429
2:2,21:14,6:3,4:2,2:3,1:0,11:9,8:5,3:2,7:3,5:4,1:1,6:3,0:0,1:0,0:1,0:1,4:3,2:2,0:0,0:0,0:0,0:1,0:1,0:0,0:0,Updated : 134 Hours Ago,4422
2:3,2:1,26:17,1:5,0:1,12:5,0:0,2:1,7:6,0:0,1:2,0:0,1:0,0:0,0:0,0:0,0:0,0:1,1:2,0:0,0:0,1:0,0:0,0:0,0:1,0:0,Updated : 20 Hours Ago,4429
44:19,7:13,6:8,6:6,3:2,2:5,0:5,6:8,0:0,0:1,14:10,1:1,3:2,0:0,0:0,1:1,0:0,0:1,1:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,4429
2:1,6:4,2:2,0:1,1:1,0:0,0:0,1:1,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 12 Hours Ago,4428
2:4,3:2,1:1,1:1,1:2,1:2,7:4,10:4,0:0,0:0,3:1,0:0,1:1,0:0,0:0,0:0,0:0,1:1,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 7 Hours Ago,4428
